,bus,PlantCode,GenID,Census Tract,Lat,Lon
1048,2000,56996,S1A,504,33.985244,-117.700826
1049,2000,56996,S1B,504,33.985244,-117.700826
1050,782,57004,1,42507,33.8672,-117.23
1051,2118,57005,1,253206,38.40008,-121.96366
1052,1885,57006,1,11208,38.674894,-121.713362
1053,8357,57007,1,981000,33.567268,-114.917979
1054,999,57009,1,980100,34.094695,-117.266831
1055,1330,57010,1,252305,38.232108,-122.092706
1056,8357,57011,1,981000,33.565329,-114.903629
1057,1993,57012,1,12101,34.5975,-117.2
1058,2365,57027,CPP1,11714,33.858056,-117.861667
1059,2365,57027,CPP2,11714,33.858056,-117.861667
1060,2365,57027,CPP3,11714,33.858056,-117.861667
1061,2365,57027,CPP4,11714,33.858056,-117.861667
1062,1320,57041,1,252904,38.4106,-121.9264
1063,2158,57042,1,435102,37.658889,-122.059444
1064,1127,57043,1,33201,37.723889,-122.4775
1065,1127,57043,2,33201,37.723889,-122.4775
1066,468,57102,EN01,502100,33.9716,-118.0481
1067,468,57102,EN02,502100,33.9716,-118.0481
1068,2286,57122,CTG1,62614,33.6481,-117.8467
1069,2286,57122,STG1,62614,33.6481,-117.8467
1070,1884,57133,359,40800,39.0728,-121.3992
1071,1884,57133,361,40800,39.0728,-121.3992
1072,8472,57154,1209,11001,32.906569,-115.513747
1073,461,57163,GEN1,800328,34.1511,-118.7236
1074,461,57163,GEN3,800328,34.1511,-118.7236
1075,2004,57217,S003A,3510,34.094279,-117.400113
1076,2004,57217,S003B,3510,34.094279,-117.400113
1077,8315,57219,S005A,7800,34.086276,-117.230571
1078,8315,57219,S005B,7800,34.086276,-117.230571
1079,8315,57219,S005C,7800,34.086276,-117.230571
1080,8315,57219,S005D,7800,34.086276,-117.230571
1081,8315,57219,S005E,7800,34.086276,-117.230571
1082,1846,57220,S006A,12700,34.041389,-117.573055
1083,1846,57220,S006B,12700,34.041389,-117.573055
1084,1846,57220,S006C,12700,34.041389,-117.573055
1085,1846,57220,S006D,12700,34.041389,-117.573055
1086,8315,57221,S007A,7800,34.086111,-117.2275
1087,8315,57221,S007B,7800,34.086111,-117.2275
1088,8315,57221,S007C,7800,34.086111,-117.2275
1089,8315,57221,S007D,7800,34.086111,-117.2275
1090,8315,57221,S007E,7800,34.086111,-117.2275
1091,1846,57222,S008A,12700,34.041944,-117.565
1092,1846,57222,S008B,12700,34.041944,-117.565
1093,1846,57222,S008C,12700,34.041944,-117.565
1094,1846,57222,S008D,12700,34.041944,-117.565
1095,1846,57223,S009A,12700,34.042778,-117.571666
1096,1846,57223,S009B,12700,34.042778,-117.571666
1097,1018,57224,S010A,2204,34.075,-117.516944
1098,1018,57224,S010B,2204,34.075,-117.516944
1099,1018,57224,S010C,2204,34.075,-117.516944
1100,7808,57225,S011A,7800,34.075833,-117.241388
1101,7808,57225,S011B,7800,34.075833,-117.241388
1102,7808,57225,S011C,7800,34.075833,-117.241388
1103,7808,57225,S011D,7800,34.075833,-117.241388
1104,7808,57225,S011E,7800,34.075833,-117.241388
1105,7808,57225,S011F,7800,34.075833,-117.241388
1106,7808,57225,S011G,7800,34.075833,-117.241388
1107,1846,57226,S012A,12700,34.042222,-117.561666
1108,8315,57227,S013A,7800,34.083499,-117.23557
1109,8315,57227,S013B,7800,34.083499,-117.23557
1110,8315,57227,S013C,7800,34.083499,-117.23557
1111,8315,57227,S013D,7800,34.083499,-117.23557
1112,8315,57227,S013E,7800,34.083499,-117.23557
1113,8315,57227,S013F,7800,34.083499,-117.23557
1114,8315,57227,S013G,7800,34.083499,-117.23557
1115,1031,57229,S015A,2204,34.079167,-117.516666
1116,1031,57229,S015B,2204,34.079167,-117.516666
1117,1031,57229,S015C,2204,34.079167,-117.516666
1118,1031,57229,S015D,2204,34.079167,-117.516666
1119,1031,57229,S015E,2204,34.079167,-117.516666
1120,1031,57229,S015F,2204,34.079167,-117.516666
1121,1031,57229,S015G,2204,34.079167,-117.516666
1122,8315,57230,S016A,7800,34.085556,-117.233611
1123,8315,57230,S016B,7800,34.085556,-117.233611
1124,8315,57230,S016C,7800,34.085556,-117.233611
1125,1037,57231,S017A,2204,34.072778,-117.503333
1126,1037,57231,S017B,2204,34.072778,-117.503333
1127,1037,57231,S017C,2204,34.072778,-117.503333
1128,1037,57231,S017D,2204,34.072778,-117.503333
1129,1037,57231,S017E,2204,34.072778,-117.503333
1130,1037,57231,S017F,2204,34.072778,-117.503333
1131,1037,57231,S017G,2204,34.072778,-117.503333
1132,1031,57232,S018A,2204,34.083333,-117.516388
1133,1031,57232,S018B,2204,34.083333,-117.516388
1134,1031,57232,S018C,2204,34.083333,-117.516388
1135,7830,57236,S023A,2204,34.080833,-117.520277
1136,7830,57236,S023B,2204,34.080833,-117.520277
1137,7830,57236,S023C,2204,34.080833,-117.520277
1138,7830,57236,S023D,2204,34.080833,-117.520277
1139,7830,57236,S023E,2204,34.080833,-117.520277
1140,990,57245,S026A,2306,34.131214,-117.425324
1141,990,57245,S026B,2306,34.131214,-117.425324
1142,990,57245,S026C,2306,34.131214,-117.425324
1143,990,57245,S026D,2306,34.131214,-117.425324
1144,990,57245,S026E,2306,34.131214,-117.425324
1145,990,57245,S026F,2306,34.131214,-117.425324
1146,990,57245,S026G,2306,34.131214,-117.425324
1147,990,57245,S026H,2306,34.131214,-117.425324
1148,990,57245,S026I,2306,34.131214,-117.425324
1149,990,57245,S026J,2306,34.131214,-117.425324
1150,990,57245,SO26K,2306,34.131214,-117.425324
1151,990,57245,SO26L,2306,34.131214,-117.425324
1152,990,57246,S027A,2306,34.131111,-117.421666
1153,990,57246,S027B,2306,34.131111,-117.421666
1154,990,57246,S027C,2306,34.131111,-117.421666
1155,990,57246,S027D,2306,34.131111,-117.421666
1156,1000,57247,S028A,6501,34.094167,-117.274166
1157,1000,57247,S028B,6501,34.094167,-117.274166
1158,1000,57247,S028C,6501,34.094167,-117.274166
1159,1000,57247,S028D,6501,34.094167,-117.274166
1160,1000,57247,S028E,6501,34.094167,-117.274166
1161,1000,57247,S028F,6501,34.094167,-117.274166
1162,1000,57247,S028G,6501,34.094167,-117.274166
1163,1595,57267,1,306002,38.016944,-121.765
1164,1595,57267,2,306002,38.016944,-121.765
1165,1595,57267,3,306002,38.016944,-121.765
1166,1595,57267,4,306002,38.016944,-121.765
1167,2204,57282,AW01,6012,35.033725,-118.353422
1168,288,57291,AW02,6012,35.023889,-118.295278
1169,288,57292,AW03,6012,35.023889,-118.295278
1170,2264,57293,AW04,6500,35.008611,-118.242222
1171,2264,57294,AW05,6500,35.008611,-118.242222
1172,471,57295,1,901209,34.7892,-118.5047
1173,2407,57301,DEC,44904,33.8942,-116.5603
1174,1856,57302,1,44524,33.9053,-116.5825
1175,1508,57305,1,9133,34.550833,-117.435277
1176,344,57308,1,106020,34.319722,-118.430833
1177,1703,57309,1,980031,33.7331,-118.27722
1178,1702,57310,1,294120,33.794283,-118.241405
1179,2084,57311,1,181600,34.1283,-118.206903
1180,481,57313,1,206020,34.0578,-118.229722
1181,1945,57314,1,980015,33.783102,-118.28493
1182,448,57323,UNIT1,901300,34.7306,-118.135
1183,7911,57331,MSP1,11602,35.017717,-117.339144
1184,7911,57331,MSP2,11602,35.017717,-117.339144
1185,111,57340,1,802,36.627,-120.879
1186,317,57359,1,1703,35.989722,-120.11
1187,317,57360,1,1703,35.983056,-120.110277
1188,317,57361,1,1703,35.982778,-120.110277
1189,1720,57364,1,940000,32.7792,-114.6344
1190,1720,57364,2,940000,32.7792,-114.6344
1191,471,57378,AVSR,901209,34.780278,-118.42444
1192,8357,57394,GEN01,46900,33.665,-114.998055
1193,8357,57394,GEN02,46900,33.665,-114.998055
1194,1885,57422,1,11208,38.659722,-121.7294
1195,1176,57439,HPR2,12708,35.323739,-119.91663
1196,1176,57439,HPR2A,12708,35.323739,-119.91663
1197,1176,57439,HPR2B,12708,35.323739,-119.91663
1198,1176,57439,HPR2C,12708,35.323739,-119.91663
1199,1176,57439,HPR2D,12708,35.323739,-119.91663
1200,1435,57441,S42A,3401,36.028056,-119.074722
1201,1435,57441,S42B,3401,36.028056,-119.074722
1202,1435,57441,S42C,3401,36.028056,-119.074722
1203,1435,57441,S42D,3401,36.028056,-119.074722
1204,1435,57441,S42E,3401,36.028056,-119.074722
1205,1435,57441,S42F,3401,36.028056,-119.074722
1206,1435,57441,S42G,3401,36.028056,-119.074722
1207,1435,57441,S42H,3401,36.028056,-119.074722
1208,1435,57441,S42I,3401,36.028056,-119.074722
1209,1435,57441,S42J,3401,36.028056,-119.074722
1210,1051,57455,SB1,21002,33.298889,-116.35083
1211,2407,57459,1,44904,33.8816,-116.5527
1212,426,57460,CL00,463500,34.1358,-118.1267
1213,426,57460,CL01,463500,34.1358,-118.1267
1214,426,57460,CL02,463500,34.1358,-118.1267
1215,426,57460,CL03,463500,34.1358,-118.1267
1216,426,57460,CL04,463500,34.1358,-118.1267
1217,426,57460,CL05,463500,34.1358,-118.1267
1218,426,57460,CL06,463500,34.1358,-118.1267
1219,426,57460,CL07,463500,34.1358,-118.1267
1220,426,57460,CL08,463500,34.1358,-118.1267
1221,426,57460,CL09,463500,34.1358,-118.1267
1222,426,57460,CL10,463500,34.1358,-118.1267
1223,2405,57475,HRP1,10102,33.204635,-115.573303
1224,1855,57482,CTG1,44524,33.934167,-116.571388
1225,1855,57482,CTG2,44524,33.934167,-116.571388
1226,1855,57482,CTG3,44524,33.934167,-116.571388
1227,1855,57482,CTG4,44524,33.934167,-116.571388
1228,1855,57482,CTG5,44524,33.934167,-116.571388
1229,1855,57482,CTG6,44524,33.934167,-116.571388
1230,1855,57482,CTG7,44524,33.934167,-116.571388
1231,1855,57482,CTG8,44524,33.934167,-116.571388
1232,2245,57483,CTG1,451104,37.789167,-121.601944
1233,2245,57483,CTG2,451104,37.789167,-121.601944
1234,2245,57483,CTG3,451104,37.789167,-121.601944
1235,2245,57483,CTG4,451104,37.789167,-121.601944
1236,2314,57484,GEN1,6012,34.9349,-118.4612
1237,7889,57490,56819,11901,32.663289,-115.658284
1238,8142,57491,56819,12301,32.772225,-115.779311
1239,145,57497,1,8200,36.531389,-120.106944
1240,8231,57498,1,7802,36.400278,-120.103333
1241,8231,57499,1,7802,36.378726,-120.124898
1242,915,57506,SEIM,5102,38.4869,-121.3911
1243,7989,57515,GT1,980035,34.008709,-117.944864
1244,7989,57515,GT2,980035,34.008709,-117.944864
1245,7989,57515,GT3,980035,34.008709,-117.944864
1246,7989,57515,GT4,980035,34.008709,-117.944864
1247,7989,57515,GT5,980035,34.008709,-117.944864
1248,121,57522,1,7903,36.425085,-120.343543
1249,131,57523,1,7801,36.181389,-120.030555
1250,1846,57534,S32A,12700,34.031667,-117.571944
1251,1846,57534,S32B,12700,34.031667,-117.571944
1252,1846,57534,S32C,12700,34.031667,-117.571944
1253,1846,57535,S33A,12700,34.0325,-117.569166
1254,1846,57535,S33B,12700,34.0325,-117.569166
1255,1034,57544,FC01,4510,34.185833,-117.324167
1256,8003,57555,CTG1,10015,32.573889,-116.917777
1257,8003,57555,CTG2,10015,32.573889,-116.917777
1258,8003,57555,CTG3,10015,32.573889,-116.917777
1259,1810,57557,S-14,504602,37.4194,-122.0153
1260,1810,57557,S-15,504602,37.4194,-122.0153
1261,2324,57559,1,32802,37.750894,-122.481758
1262,2384,57564,CTG,6101,36.6842,-119.5522
1263,2384,57564,STG2,6101,36.6842,-119.5522
1264,286,57566,2.5P2,6004,35.155278,-118.369444
1265,286,57566,2.8P3,6004,35.155278,-118.369444
1266,90,57573,S188,320004,37.9978,-122.0697
1267,1168,57579,1,101,37.8583,-120.8917
1268,1168,57579,2,101,37.8583,-120.8917
1269,2304,57580,CG1,30711,38.6183,-121.0564
1270,2304,57580,CG2,30711,38.6183,-121.0564
1271,2304,57580,PV1,30711,38.6183,-121.0564
1272,2304,57580,PV2,30711,38.6183,-121.0564
1273,1879,57584,BS1,8305,32.8747,-117.2392
1274,1879,57584,NT2,8305,32.8747,-117.2392
1275,1879,57584,ST1,8305,32.8747,-117.2392
1276,1879,57584,STG,8305,32.8747,-117.2392
1277,1895,57585,1,4715,34.1414,-119.1831
1278,295,57621,GEN1,6012,35.0775,-118.218333
1279,1133,57626,WTG1,5213,37.714167,-121.521666
1280,2196,57655,BC01,800,35.411817,-118.96864
1281,1955,57656,1,41909,33.826389,-117.511667
1282,877,57669,PV1,9653,38.364722,-121.41278
1283,893,57670,PV1,9408,38.253056,-121.278888
1284,893,57671,PV1,9501,38.237778,-121.3375
1285,565,57682,1,513,36.9408,-120.1572
1286,446,57683,1,503902,33.881667,-118.0175
1287,1176,57695,TPZ1,12708,35.405556,-120.068611
1288,1176,57695,TPZ2,12708,35.405556,-120.068611
1289,1176,57695,TPZ3,12708,35.405556,-120.068611
1290,1176,57695,TPZ4,12708,35.405556,-120.068611
1291,1176,57695,TPZ5,12708,35.405556,-120.068611
1292,818,57697,1,8706,38.613508,-121.162879
1293,818,57698,1,8706,38.6086,-121.1703
1294,1607,57700,1,355112,37.790833,-121.718055
1295,1783,57701,1,253502,38.116667,-121.821944
1296,559,57702,1,573402,33.811182,-118.175645
1297,288,57708,INV,5514,34.938261,-118.334492
1298,8790,57715,GEN1,20017,33.143847,-117.236908
1299,8790,57715,GEN2,20017,33.143847,-117.236908
1300,1858,57722,1,44524,33.909722,-116.5625
1301,8535,57725,1,253502,38.137488,-121.855342
1302,1546,57729,1,17111,33.058611,-117.119444
1303,1546,57729,2,17111,33.058611,-117.119444
1304,1879,57735,UCSD,8305,32.877222,-117.234722
1305,1853,57743,1,44524,33.924167,-116.593333
1306,917,57753,PV1,9653,38.338868,-121.431342
1307,2314,57757,1,5514,34.891389,-118.4325
1308,2280,57764,1,5300,35.68771,-117.68137
1309,1110,57770,SBFC,10009,32.543333,-117.067778
1310,46,57771,1,2200,39.674,-121.73
1311,2267,57773,1,46900,33.661667,-114.651667
1312,1932,57774,WGNS,6012,35.054167,-118.354722
1313,859,57777,DL1,8602,38.468611,-121.181944
1314,2351,57778,KAM1,9653,38.365053,-121.381101
1315,859,57779,DIL2,8602,38.466111,-121.177778
1316,2351,57780,KAM2,9653,38.365053,-121.381101
1317,859,57781,DIL3,8602,38.461944,-121.180278
1318,2351,57782,KAM3,9653,38.365053,-121.381101
1319,877,57783,BRU1,9653,38.3475,-121.412777
1320,877,57784,BRU2,9653,38.3475,-121.412777
1321,877,57785,BRU3,9653,38.3475,-121.412777
1322,1330,57791,WTG1,252305,38.232222,-122.092778
1323,7830,57792,WTG1,2207,34.084722,-117.529444
1324,385,57796,1,980034,33.914167,-118.053611
1325,385,57797,1,980034,33.911944,-118.052222
1326,859,57806,DIL4,8602,38.461944,-121.180278
1327,659,57807,COK01,201005,38.190705,-122.275067
1328,1810,57808,LOK00,504602,37.413056,-122.028056
1329,8588,57809,FRK00,607500,37.5425,-122.292778
1330,1257,57811,ADB00,500800,37.330556,-121.893056
1331,1257,57811,ADB01,500800,37.330556,-121.893056
1332,974,57816,MCK1,9403,38.302594,-121.295819
1333,974,57817,MCK2,9403,38.302594,-121.295819
1334,974,57818,MCK3,9403,38.302594,-121.295819
1335,974,57819,MCK4,9403,38.302594,-121.295819
1336,974,57820,MCK5,9403,38.302594,-121.295819
1337,974,57821,MCK6,9403,38.302594,-121.295819
1338,1413,57827,DSPV,303,36.538056,-119.426388
1339,491,57831,1,911100,34.65434,-117.971004
1340,1683,57833,AW06,6012,35.030855,-118.293188
1341,295,57834,AW07,6500,35.043411,-118.211835
1342,8680,57835,AW08,6500,35.026683,-118.234811
1343,491,57836,TSM,911100,34.654347,-117.973103
1344,295,57837,AW09,6500,35.026759,-118.223333
1345,8640,57840,1,9604,32.791667,-117.095277
1346,1944,57841,1,551101,33.921667,-118.124444
1347,975,57849,GASF1,9900,38.282021,-121.464676
1348,917,57850,GASF2,9900,38.28357,-121.461264
1349,2080,57854,1PT1,123203,34.194444,-118.39028
1350,2080,57854,2T3,123203,34.194444,-118.39028
1351,1879,57856,SGU1,8305,32.874379,-117.238927
1352,475,57860,1,403327,34.008661,-117.845603
1353,8102,57871,1,206050,34.026944,-118.224167
1354,319,57891,1,1200,36.163889,-119.650556
1355,131,57892,1,7801,36.176389,-120.114167
1356,219,57895,ID4,400,35.402778,-119.038611
1357,8315,57900,S48A,7800,34.081111,-117.228056
1358,8315,57900,S48B,7800,34.081111,-117.228056
1359,8315,57900,S48C,7800,34.081111,-117.228056
1360,8315,57900,S48D,7800,34.081111,-117.228056
1361,8315,57900,S48E,7800,34.081111,-117.228056
1362,8315,57900,S48F,7800,34.081111,-117.228056
1363,8315,57900,S48G,7800,34.081111,-117.228056
1364,8315,57900,S48H,7800,34.081111,-117.228056
1365,8315,57900,S48I,7800,34.081111,-117.228056
1366,8315,57900,S48J,7800,34.081111,-117.228056
1367,8094,57901,5,980030,33.910556,-118.425
1368,8094,57901,6,980030,33.910556,-118.425
1369,8094,57901,7,980030,33.910556,-118.425
1370,8094,57901,8,980030,33.910556,-118.425
1371,1035,57904,CHNO,115,33.965617,-117.659059
1372,1053,57913,1,21102,32.663889,-116.289722
1373,192,57916,1,11001,32.911111,-115.568056
1374,7882,57933,1,4501,38.516389,-121.47528
1375,1051,57959,1,21002,33.27055,-116.34805
1376,2264,57962,BT1,6500,35.008333,-118.241389
1377,1578,57970,SOL1,2200,39.648056,-121.644167
1378,1799,57971,COGEN,980900,37.739722,-122.3925
1379,1787,57978,CT1,4001,38.088056,-121.3875
1380,1787,57978,ST1,4001,38.088056,-121.3875
1381,1183,57982,PV-1,10303,35.670278,-120.566944
1382,1183,57982,PV-2,10303,35.670278,-120.566944
1383,2235,57993,DSL1,46900,33.823056,-115.393889
1384,2235,57993,DSL10,46900,33.823056,-115.393889
1385,2235,57993,DSL11,46900,33.823056,-115.393889
1386,2235,57993,DSL2,46900,33.823056,-115.393889
1387,2235,57993,DSL3,46900,33.823056,-115.393889
1388,2235,57993,DSL4,46900,33.823056,-115.393889
1389,2235,57993,DSL5,46900,33.823056,-115.393889
1390,2235,57993,DSL6,46900,33.823056,-115.393889
1391,2235,57993,DSL7,46900,33.823056,-115.393889
1392,2235,57993,DSL8,46900,33.823056,-115.393889
1393,2235,57993,DSL9,46900,33.823056,-115.393889
1394,1412,58002,SPS,4302,35.9025,-119.442778
1395,1412,58003,SPS50,4302,35.898333,-119.435278
1396,698,58007,G1,21832,33.932022,-117.840233
1397,698,58007,G2,21832,33.932022,-117.840233
1398,698,58007,G3,21832,33.932022,-117.840233
1399,698,58007,G4,21832,33.932022,-117.840233
1400,698,58007,G5,21832,33.932022,-117.840233
1401,1354,58039,1,501,37.734167,-120.995556
1402,377,58056,JEN1,404600,34.121667,-117.938333
1403,377,58056,JEN2,404600,34.121667,-117.938333
1404,377,58056,PV,404600,34.121667,-117.938333
1405,377,58056,T100,404600,34.121667,-117.938333
1406,377,58056,T200,404600,34.121667,-117.938333
1407,413,58058,1,553502,33.9,-118.151389
1408,456,58073,SEPV,911100,34.618861,-117.939444
1409,309,58076,1,5700,34.9077,-117.9206
1410,309,58076,2,5700,34.9077,-117.9206
1411,309,58076,3,5700,34.9077,-117.9206
1412,715,58083,GTG1,11602,33.861667,-117.893056
1413,715,58083,STG1,11602,33.861667,-117.893056
1414,909,58086,1,8504,38.645119,-121.172999
1415,909,58086,2,8504,38.645119,-121.172999
1416,227,58100,5900,6201,35.295556,-118.918333
1417,1838,58101,WTG1,9915,34.561944,-117.307222
1418,1838,58101,WTG2,9915,34.561944,-117.307222
1419,1329,58104,WTG1,253402,38.42,-121.818056
1420,1402,58105,WTG1,800,40.111111,-122.193889
1421,1486,58112,WTG1,11500,38.692778,-121.9325
1422,1864,58114,WTG1,43813,33.914167,-116.749167
1423,1864,58114,WTG2,43813,33.914167,-116.749167
1424,1864,58114,WTG3,43813,33.914167,-116.749167
1425,113,58118,JDS1,1800,36.678611,-119.7975
1426,2353,58119,DPSS,9201,38.515,-121.398333
1427,1418,58122,GEN1,4302,35.790864,-119.294469
1428,1944,58128,KRSO1,551101,33.919167,-118.128611
1429,1944,58128,KRSO2,551101,33.919167,-118.128611
1430,1944,58128,KRSO3,551101,33.919167,-118.128611
1431,1944,58128,KRSO4,551101,33.919167,-118.128611
1432,1944,58128,KRSO5,551101,33.919167,-118.128611
1433,1006,58132,KSRO1,1803,34.0325,-117.608889
1434,1006,58132,KSRO2,1803,34.0325,-117.608889
1435,1006,58132,KSRO3,1803,34.0325,-117.608889
1436,1006,58132,KSRO4,1803,34.0325,-117.608889
1437,1006,58132,KSRO5,1803,34.0325,-117.608889
1438,322,58148,KS,1601,36.226111,-119.834167
1439,407,58149,TAHD,900901,34.708889,-118.304722
1440,8314,58168,TURB1,8405,34.063056,-117.163889
1441,8314,58168,TURB2,8405,34.063056,-117.163889
1442,8314,58168,TURB3,8405,34.063056,-117.163889
1443,2030,58169,1,11504,33.880638,-117.88656
1444,2030,58169,CPAC,11504,33.880638,-117.88656
1445,2030,58169,KHS,11504,33.880638,-117.88656
1446,2030,58169,NPS,11504,33.880638,-117.88656
1447,2030,58169,PS4,11504,33.880638,-117.88656
1448,2030,58169,SCPS,11504,33.880638,-117.88656
1449,1038,58170,GEN1,8715,34.043056,-117.098889
1450,8843,58190,CG,11600,35.184444,-120.618333
1451,2324,58198,GTG1,30102,37.762524,-122.456747
1452,2324,58198,GTG2,30102,37.762524,-122.456747
1453,2324,58198,STG1,30102,37.762524,-122.456747
1454,1508,58202,VPS1,9133,34.51231,-117.47753
1455,1776,58204,INV3,10401,38.500278,-121.694167
1456,8269,58206,1,7801,36.142222,-120.1325
1457,1793,58216,1,5119,37.806944,-121.2775
1458,1776,58217,INV4,10401,38.500278,-121.694167
1459,2036,58223,1,63603,33.622778,-117.936389
1460,2036,58223,2,63603,33.622778,-117.936389
1461,2036,58223,3,63603,33.622778,-117.936389
1462,2275,58226,1,10300,34.853581,-116.683108
1463,806,58232,TAHQ,43520,33.767222,-117.0175
1464,1858,58233,GEN1,44524,33.908889,-116.555556
1465,812,58244,WEST,43319,33.719722,-117.009722
1466,348,58248,GEN1,134905,34.183611,-118.574722
1467,342,58249,GEN1,117202,34.248889,-118.483333
1468,2117,58251,TG3,357000,38.057222,-122.218889
1469,2117,58251,TG4,357000,38.057222,-122.218889
1470,2091,58253,GEN1,214501,34.075,-118.36
1471,2091,58253,GEN2,214501,34.075,-118.36
1472,2091,58253,GEN3,214501,34.075,-118.36
1473,2091,58253,GEN4,214501,34.075,-118.36
1474,458,58258,GEN1,980028,33.943889,-118.404167
1475,458,58258,GEN2,980028,33.943889,-118.404167
1476,2268,58289,VNPV,46200,33.598889,-114.571667
1477,2268,58290,VSPV,46200,33.597222,-114.571667
1478,304,58296,ROL6,5003,35.739722,-119.238056
1479,304,58297,ROL4,5003,35.734167,-119.236667
1480,229,58298,ROL3,4500,35.653056,-119.889722
1481,1907,58299,XLX,502704,37.252778,-121.934167
1482,2215,58300,HON,650901,33.838056,-118.315
1483,1809,58301,JPR,504602,37.406944,-122.026944
1484,1512,58302,LFT,22101,33.137222,-117.286944
1485,633,58303,TLR,14500,36.6575,-121.623333
1486,8302,58304,1,303,36.505278,-119.540278
1487,8302,58304,2,303,36.505278,-119.540278
1488,8302,58304,3,303,36.505278,-119.540278
1489,1442,58306,1,1400,36.2675,-119.128581
1490,1442,58306,2,1400,36.2675,-119.128581
1491,1442,58306,3,1400,36.2675,-119.128581
1492,1419,58307,1,802,36.3875,-119.255
1493,1419,58307,2,802,36.3875,-119.255
1494,1419,58307,3,802,36.3875,-119.255
1495,1429,58308,1,2500,36.211944,-119.133889
1496,1429,58308,3,2500,36.211944,-119.133889
1497,1429,58308,4,2500,36.211944,-119.133889
1498,1435,58309,1,3301,36.102778,-119.039722
1499,1435,58309,2,3301,36.102778,-119.039722
1500,1435,58309,5,3301,36.102778,-119.039722
1501,1904,58320,362,253501,38.314722,-121.833611
1502,8340,58354,1,901216,34.665556,-118.288056
1503,8340,58355,1,901216,34.665556,-118.286944
1504,1412,58366,1,4302,35.895,-119.510833
1505,51,58370,GEN1,3400,39.373333,-121.684167
1506,51,58371,GEN1,3400,39.373333,-121.681667
1507,1412,58373,WRCA,4302,35.871389,-119.4625
1508,2402,58374,CSCA,1200,36.138333,-119.573333
1509,71,58376,1,302005,38.001667,-121.747778
1510,8843,58379,W3998,12302,35.186667,-120.599444
1511,2314,58388,AVS1,901209,34.8181,-118.4036
1512,2314,58388,SS11,901209,34.8181,-118.4036
1513,2314,58388,SS12,901209,34.8181,-118.4036
1514,2314,58388,SS13,901209,34.8181,-118.4036
1515,2314,58388,SS14,901209,34.8181,-118.4036
1516,2314,58388,SS15,901209,34.8181,-118.4036
1517,2314,58388,SS16,901209,34.8181,-118.4036
1518,2314,58389,AVS2,5514,34.848611,-118.352778
1519,2314,58389,SS21,5514,34.848611,-118.352778
1520,2314,58389,SS22,5514,34.848611,-118.352778
1521,2314,58389,SS23,5514,34.848611,-118.352778
1522,2314,58389,SS24,5514,34.848611,-118.352778
1523,2314,58389,SS25,5514,34.848611,-118.352778
1524,295,58394,AW10,5900,35.06,-118.2
1525,2203,58395,AW11,6012,35.065,-118.39
1526,638,58397,ENG1,14800,36.534167,-121.408611
1527,1508,58418,1,9136,34.501111,-117.466667
1528,1508,58419,1,9136,34.497778,-117.471111
1529,8832,58429,1,920326,34.335678,-118.519188
1530,8832,58429,2,920326,34.335678,-118.519188
1531,8832,58429,3,920326,34.335678,-118.519188
1532,8832,58429,4,920326,34.335678,-118.519188
1533,8832,58429,5,920326,34.335678,-118.519188
1534,7889,58430,CSE1,11901,32.686944,-115.647778
1535,7889,58430,CSE2,11901,32.686944,-115.647778
1536,7889,58430,CSE3,11901,32.686944,-115.647778
1537,7889,58430,CSE4,11901,32.686944,-115.647778
1538,7889,58430,CSE5,11901,32.686944,-115.647778
1539,7889,58430,CSE6,11901,32.686944,-115.647778
1540,1458,58432,COG1,5602,34.179722,-119.083056
1541,1458,58432,COG2,5602,34.179722,-119.083056
1542,1458,58432,COG3,5602,34.179722,-119.083056
1543,7850,58436,ENG1,4800,38.029722,-120.929722
1544,7850,58436,ENG2,4800,38.029722,-120.929722
1545,8830,58437,ENG1,5131,37.883406,-121.185104
1546,8830,58437,ENG2,5131,37.883406,-121.185104
1547,535,58440,9560,143602,34.145,-118.390833
1548,535,58440,9580,143602,34.145,-118.390833
1549,535,58440,9581,143602,34.145,-118.390833
1550,535,58440,9583,143602,34.145,-118.390833
1551,535,58440,9585,143602,34.145,-118.390833
1552,535,58440,9587,143602,34.145,-118.390833
1553,543,58445,1,911100,34.655,-118.051111
1554,543,58445,2,911100,34.655,-118.051111
1555,543,58446,1,911100,34.650556,-118.051944
1556,543,58447,1,980004,34.647778,-118.061111
1557,543,58447,2,980004,34.647778,-118.061111
1558,543,58447,3,980004,34.647778,-118.061111
1559,1993,58448,1,12105,34.509167,-117.154444
1560,523,58449,1,910212,34.643889,-118.163056
1561,523,58449,2,910212,34.643889,-118.163056
1562,523,58449,3,910212,34.643889,-118.163056
1563,543,58450,1,900508,34.668889,-118.061389
1564,543,58451,1,900301,34.695278,-118.0625
1565,407,58452,1,900901,34.708889,-118.274167
1566,562,58454,1,9134,34.600833,-117.642222
1567,562,58454,2,9134,34.600833,-117.642222
1568,8185,58462,1,46900,33.694722,-114.739722
1569,8185,58462,BLK2,46900,33.694722,-114.739722
1570,8185,58462,BLK3,46900,33.694722,-114.739722
1571,8185,58462,BLK4,46900,33.694722,-114.739722
1572,8185,58462,BLK5,46900,33.694722,-114.739722
1573,8185,58462,BLK6,46900,33.694722,-114.739722
1574,8185,58462,BLK7,46900,33.694722,-114.739722
1575,8185,58462,BLK8,46900,33.694722,-114.739722
1576,7889,58467,CVS1,11100,32.753333,-115.726389
